,X,Y,OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,INCDATE,INCDTTM,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,INATTENTIONIND,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTGRNT,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR,Date,Latitude,Longitude,geometry,index_right
140579,-122.35599290152471,47.69242228511022,141580,160983,161003,3582445,Matched,Block,,N 87TH ST BETWEEN PALATINE AVE N AND GREENWOOD AVE N, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2014-01-29T00:00:00.000Z,1/29/2014 6:45:00 PM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Wet,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,0,0,N,2014-01-29 18:45:00,47.69242228511022,-122.35599290152471,POINT (-122.3559929015247 47.69242228511022),0
140628,-122.3554148754619,47.70146108463195,141629,160424,160444,3582409,Matched,Intersection,37396.0,GREENWOOD AVE N AND N 100TH ST, ,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2014-01-22T00:00:00.000Z,1/22/2014 8:20:00 AM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Overcast,Wet,Daylight,,,,45,Vehicle - Pedalcyclist,4755,0,N,2014-01-22 08:20:00,47.70146108463195,-122.3554148754619,POINT (-122.3554148754619 47.70146108463195),0
140661,-122.39150162155507,47.6686616383995,141662,163003,163023,3345286,Matched,Block,,NW MARKET ST BETWEEN 26TH AVE NW AND 28TH AVE NW, ,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2010-07-27T00:00:00.000Z,7/27/2010 4:45:00 PM,Mid-Block (not related to intersection),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Unknown,Unknown,Unknown,,,,45,Vehicle - Pedalcyclist,25921,0,N,2010-07-27 16:45:00,47.6686616383995,-122.39150162155507,POINT (-122.3915016215551 47.6686616383995),0
140742,-122.31675463302132,47.65479501009519,141743,163362,163382,3270335,Matched,Intersection,287157.0,ADAMS LN NE AND BURKE GILMAN TRL, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2013-02-01T00:00:00.000Z,2/1/2013 3:50:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,630884,N,2013-02-01 15:50:00,47.65479501009519,-122.31675463302132,POINT (-122.3167546330213 47.65479501009519),0
140772,-122.26556529744128,47.52513742393793,141773,159824,159844,3671796,Matched,Block,,HAMLET AVE S BETWEEN 53RD AVE S AND SEWARD PARK AVE S, ,,2,Injury Collision,Cycles,6,2,1,1,3,0,0,2014-01-09T00:00:00.000Z,1/9/2014 3:30:00 PM,Mid-Block (not related to intersection),16.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,N,Raining,Wet,Daylight,,,,45,Vehicle - Pedalcyclist,0,0,N,2014-01-09 15:30:00,47.52513742393793,-122.26556529744128,POINT (-122.2655652974413 47.52513742393793),0
140782,-122.29684968873076,47.612938096023,141783,159691,159711,3567634,Matched,Block,,E UNION ST BETWEEN 27TH AVE AND M L KING JR WAY, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2014-01-06T00:00:00.000Z,1/6/2014 4:54:00 PM,Mid-Block (not related to intersection),23.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",Y,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,9486,0,N,2014-01-06 16:54:00,47.612938096023,-122.29684968873076,POINT (-122.2968496887308 47.612938096023),0
140874,-122.39638054959023,47.69056959456383,141875,163147,163167,3568903,Matched,Block,,NW 85TH ST BETWEEN 30TH AVE NW AND 31ST AVE NW, ,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2011-01-24T00:00:00.000Z,1/24/2011 7:18:00 PM,Mid-Block (but intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Overcast,Wet,Dark - Street Lights On,Y,,,45,Vehicle - Pedalcyclist,0,0,N,2011-01-24 19:18:00,47.69056959456383,-122.39638054959023,POINT (-122.3963805495902 47.69056959456383),0
140895,-122.31212642412304,47.656205649870266,141896,160439,160459,3591576,Matched,Intersection,27145.0,15TH AVE NE AND NE CAMPUS WB PY, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2014-01-22T00:00:00.000Z,1/22/2014 1:53:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,21308,0,N,2014-01-22 13:53:00,47.656205649870266,-122.31212642412304,POINT (-122.312126424123 47.65620564987027),0
140959,-122.37621447409444,47.66866690831637,141960,160445,160465,3608722,Matched,Intersection,25416.0,15TH AVE NW AND NW MARKET ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2014-01-22T00:00:00.000Z,1/22/2014 11:22:00 AM,At Intersection (intersection related),24.0,MOTOR VEHCILE STRUCK PEDESTRIAN,,N,Overcast,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,525122,N,2014-01-22 11:22:00,47.66866690831637,-122.37621447409444,POINT (-122.3762144740944 47.66866690831637),0
141019,-122.33420024808396,47.58085453523229,139020,158366,158386,3467437,Matched,Block,,1ST AVE S BETWEEN S STACY ST AND S LANDER ST, ,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2013-12-13T00:00:00.000Z,12/13/2013 2:29:00 PM,Mid-Block (not related to intersection),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Wet,Unknown,,,,45,Vehicle - Pedalcyclist,5317,0,N,2013-12-13 14:29:00,47.58085453523229,-122.33420024808396,POINT (-122.334200248084 47.58085453523229),0
141039,-122.31678180366168,47.602685907200005,139040,158563,158583,3585609,Matched,Intersection,30403.0,12TH AVE AND E FIR ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2013-12-16T00:00:00.000Z,12/16/2013 5:38:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,Y,,,45,Vehicle - Pedalcyclist,10566,0,N,2013-12-16 17:38:00,47.602685907200005,-122.31678180366168,POINT (-122.3167818036617 47.60268590720001),0
141110,-122.31447179623804,47.654209093695,139111,156430,156450,3501719,Matched,Intersection,287158.0,BROOKLYN AVE NE AND BURKE GILMAN TRL, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2013-11-07T00:00:00.000Z,11/7/2013 7:54:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,,,,45,Vehicle - Pedalcyclist,0,525567,N,2013-11-07 07:54:00,47.654209093695,-122.31447179623804,POINT (-122.314471796238 47.654209093695),0
141112,-122.4009851229716,47.640525777031485,139113,157394,157414,3581698,Matched,Intersection,27491.0,34TH AVE W AND W SMITH S ST, ,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2013-11-23T00:00:00.000Z,11/23/2013 3:13:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,29507,0,N,2013-11-23 15:13:00,47.640525777031485,-122.4009851229716,POINT (-122.4009851229716 47.64052577703148),0
141138,-122.33418005591761,47.601304128003115,139139,157256,157276,3465963,Matched,Block,,1ST AVE S BETWEEN YESLER WAY AND S WASHINGTON ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2013-11-20T00:00:00.000Z,11/20/2013 4:47:00 PM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,36174,0,N,2013-11-20 16:47:00,47.601304128003115,-122.33418005591761,POINT (-122.3341800559176 47.60130412800311),0
141250,-122.29913943759784,47.659548566966365,139251,159461,159481,3519551,Matched,Block,,WALLA WALLA RD NE BETWEEN DEAD END 1 AND MONTLAKE BLVD NE,NEI,"Not Enough Information, or Insufficient Location Information",2,Injury Collision,Cycles,1,0,1,0,1,0,0,2013-11-23T00:00:00.000Z,11/23/2013 9:00:00 AM,Mid-Block (not related to intersection),0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Clear or Partly Cloudy,Ice,Daylight,,,,45,Vehicle - Pedalcyclist,0,0,N,2013-11-23 09:00:00,47.659548566966365,-122.29913943759784,POINT (-122.2991394375978 47.65954856696636),0
141315,-122.32276631399864,47.64965019321068,139316,162991,163011,3329197,Matched,Block,,EASTLAKE AVE E BETWEEN E ALLISON ST AND HARVARD AVE E, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2010-07-26T00:00:00.000Z,7/26/2010 6:44:00 AM,Mid-Block (but intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,,45,Vehicle - Pedalcyclist,6064,0,N,2010-07-26 06:44:00,47.64965019321068,-122.32276631399864,POINT (-122.3227663139986 47.64965019321068),0
141363,-122.30065154721458,47.67577422008743,139364,158794,158814,3646175,Matched,Intersection,24695.0,25TH AVE NE AND NE 65TH ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2013-12-19T00:00:00.000Z,12/19/2013 11:00:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Unknown,Unknown,Unknown,,,,45,Vehicle - Pedalcyclist,29767,0,N,2013-12-19 23:00:00,47.67577422008743,-122.30065154721458,POINT (-122.3006515472146 47.67577422008743),0
141458,-122.30951713462116,47.5760735430181,139459,162677,162697,3583007,Matched,Block,,BEACON AVE S BETWEEN S STEVENS ST AND S HANFORD ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2014-02-22T00:00:00.000Z,2/22/2014 10:25:00 AM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Wet,Daylight,Y,,,45,Vehicle - Pedalcyclist,13386,0,N,2014-02-22 10:25:00,47.5760735430181,-122.30951713462116,POINT (-122.3095171346212 47.5760735430181),0
141491,-122.34757203963672,47.617519320341934,139492,162666,162686,3644022,Matched,Block,,4TH AVE BETWEEN VINE ST AND CEDAR ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2014-02-17T00:00:00.000Z,2/17/2014 5:35:00 PM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,Y,,,45,Vehicle - Pedalcyclist,12874,0,N,2014-02-17 17:35:00,47.617519320341934,-122.34757203963672,POINT (-122.3475720396367 47.61751932034193),0
141535,-122.29087462121674,47.704784913804254,139536,158415,158435,3645918,Matched,Intersection,36855.0,35TH AVE NE AND NE 105TH ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2013-12-11T00:00:00.000Z,12/11/2013 6:56:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Overcast,Wet,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,4114,0,N,2013-12-11 18:56:00,47.704784913804254,-122.29087462121674,POINT (-122.2908746212167 47.70478491380425),0
141537,-122.31253248831858,47.67578858615131,139538,161644,161664,3608723,Matched,Block,,NE 65TH ST BETWEEN 14TH AVE NE AND 15TH AVE NE, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2014-01-23T00:00:00.000Z,1/23/2014 2:24:00 PM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,29273,0,N,2014-01-23 14:24:00,47.67578858615131,-122.31253248831858,POINT (-122.3125324883186 47.67578858615131),0
141598,-122.34277540220636,47.64854072782688,139599,158254,158274,3501356,Matched,Intersection,26896.0,STONE WAY N AND N 34TH ST, ,,2,Injury Collision,Cycles,5,0,1,1,1,0,0,2013-12-10T00:00:00.000Z,12/10/2013 8:06:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,523424,N,2013-12-10 08:06:00,47.64854072782688,-122.34277540220636,POINT (-122.3427754022064 47.64854072782688),0
141649,-122.34349377171144,47.61393610676012,139650,157045,157065,3644094,Matched,Intersection,29547.0,3RD AVE AND BLANCHARD ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2013-11-14T00:00:00.000Z,11/14/2013 9:36:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,35698,0,N,2013-11-14 21:36:00,47.61393610676012,-122.34349377171144,POINT (-122.3434937717114 47.61393610676012),0
141657,-122.31492850004732,47.60169019454501,139658,157461,157481,3673013,Matched,Intersection,30409.0,13TH AVE AND E YESLER WAY, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2013-11-22T00:00:00.000Z,11/22/2013 8:48:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,10007,0,N,2013-11-22 08:48:00,47.60169019454501,-122.31492850004732,POINT (-122.3149285000473 47.60169019454501),0
141662,-122.33366790039076,47.6683116681617,139663,156228,156248,3646110,Matched,Block,,MERIDIAN AVE N BETWEEN N 54TH ST AND N 55TH ST, ,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2013-10-16T00:00:00.000Z,10/16/2013 1:40:00 PM,Mid-Block (not related to intersection),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Unknown,Unknown,Daylight,,,,45,Vehicle - Pedalcyclist,31696,0,N,2013-10-16 13:40:00,47.6683116681617,-122.33366790039076,POINT (-122.3336679003908 47.6683116681617),0
141669,-122.34729734947491,47.697342032305286,139670,162229,162249,3608725,Matched,Block,,LINDEN AVE N BETWEEN N 94TH ST AND N 95TH ST, ,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2014-02-10T00:00:00.000Z,2/10/2014 8:59:00 PM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Dark - No Street Lights,,,,45,Vehicle - Pedalcyclist,0,0,N,2014-02-10 20:59:00,47.697342032305286,-122.34729734947491,POINT (-122.3472973494749 47.69734203230529),0
141671,-122.32394405345885,47.615228074675606,139672,162998,163018,3332576,Matched,Block,,E PINE ST BETWEEN BELMONT AVE AND BOYLSTON AVE, ,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2010-07-26T00:00:00.000Z,7/26/2010 10:30:00 AM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,Y,,,45,Vehicle - Pedalcyclist,10368,0,N,2010-07-26 10:30:00,47.615228074675606,-122.32394405345885,POINT (-122.3239440534588 47.61522807467561),0
141685,-122.32888058537272,47.63030080892334,139686,156637,156657,3573315,Matched,Block,,FAIRVIEW AVE N BETWEEN YALE AVE N AND FAIRVIEW AVE E, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2013-11-07T00:00:00.000Z,11/7/2013 8:37:00 AM,Mid-Block (not related to intersection),21.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",Y,N,Raining,Wet,Daylight,,,,45,Vehicle - Pedalcyclist,25370,0,N,2013-11-07 08:37:00,47.63030080892334,-122.32888058537272,POINT (-122.3288805853727 47.63030080892334),0
141734,-122.32127525687476,47.65157827163787,139735,156823,156843,3672884,Matched,Intersection,27153.0,EASTLAKE AVE E AND FUHRMAN AVE E, ,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2013-11-08T00:00:00.000Z,11/8/2013 12:43:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,6078,0,N,2013-11-08 12:43:00,47.65157827163787,-122.32127525687476,POINT (-122.3212752568748 47.65157827163787),0
141759,-122.33072969571376,47.61544971816136,139760,158308,158328,3640932,Matched,Intersection,29865.0,BOREN AVE AND OLIVE WAY, ,,2b,Serious Injury Collision,Cycles,2,0,1,1,1,1,0,2013-12-12T00:00:00.000Z,12/12/2013 2:05:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,Y,Raining,Wet,Daylight,,,,45,Vehicle - Pedalcyclist,23287,0,N,2013-12-12 14:05:00,47.61544971816136,-122.33072969571376,POINT (-122.3307296957138 47.61544971816136),0
141790,-122.32127525687476,47.65157827163787,139791,157327,157347,3672411,Matched,Intersection,27153.0,EASTLAKE AVE E AND FUHRMAN AVE E, ,,2,Injury Collision,Cycles,4,0,1,1,1,0,0,2013-11-19T00:00:00.000Z,11/19/2013 12:47:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,Y,N,Overcast,Wet,Daylight,,,,45,Vehicle - Pedalcyclist,15462,0,N,2013-11-19 12:47:00,47.65157827163787,-122.32127525687476,POINT (-122.3212752568748 47.65157827163787),0
141817,-122.32775751125796,47.66135727672546,139818,158059,158079,3582463,Matched,Block,,NE 45TH ST BETWEEN 1ST AVE NE AND 2ND AVE NE, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2013-10-08T00:00:00.000Z,10/8/2013 3:08:00 PM,Mid-Block (not related to intersection),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,6532,0,N,2013-10-08 15:08:00,47.66135727672546,-122.32775751125796,POINT (-122.327757511258 47.66135727672546),0
141958,-122.2665651343306,47.67573704171851,139959,156431,156451,3503120,Matched,Intersection,287171.0,BURKE GILMAN TRL AND NE 65TH ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2013-11-07T00:00:00.000Z,11/7/2013 5:20:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Raining,Wet,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,0,524265,N,2013-11-07 17:20:00,47.67573704171851,-122.2665651343306,POINT (-122.2665651343306 47.67573704171851),0
141965,-122.3130741604038,47.664900723928135,139966,157665,157685,3576976,Matched,Intersection,25793.0,UNIVERSITY WAY NE AND NE 50TH ST, ,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2013-12-01T00:00:00.000Z,12/1/2013 9:05:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",Y,N,Overcast,Wet,Daylight,,,,45,Vehicle - Pedalcyclist,5611,0,N,2013-12-01 09:05:00,47.664900723928135,-122.3130741604038,POINT (-122.3130741604038 47.66490072392813),0
141982,-122.3120907530603,47.65756046502157,139983,162695,162715,3591584,Matched,Block,,15TH AVE NE BETWEEN NE 41ST ST AND NE 42ND ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2014-02-21T00:00:00.000Z,2/21/2014 11:23:00 AM,Mid-Block (not related to intersection),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Overcast,Wet,Daylight,,,,45,Vehicle - Pedalcyclist,21324,0,N,2014-02-21 11:23:00,47.65756046502157,-122.3120907530603,POINT (-122.3120907530603 47.65756046502157),0
142027,-122.32127525687476,47.65157827163787,142028,159944,159964,3585837,Matched,Intersection,27153.0,EASTLAKE AVE E AND FUHRMAN AVE E, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2014-01-05T00:00:00.000Z,1/5/2014 12:54:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,Y,N,Clear or Partly Cloudy,Dry,Daylight,Y,,,45,Vehicle - Pedalcyclist,6078,0,N,2014-01-05 12:54:00,47.65157827163787,-122.32127525687476,POINT (-122.3212752568748 47.65157827163787),0
142045,-122.32327545310636,47.70859413363464,142046,159982,160002,3591403,Matched,Intersection,36499.0,5TH AVE NE AND NE NORTHGATE WAY, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2014-01-09T00:00:00.000Z,1/9/2014 2:50:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Wet,Daylight,,,,45,Vehicle - Pedalcyclist,14514,0,N,2014-01-09 14:50:00,47.70859413363464,-122.32327545310636,POINT (-122.3232754531064 47.70859413363464),0
142046,-122.32494579219448,47.607446208921154,142047,159375,159395,3585792,Matched,Intersection,29939.0,COLUMBIA ST AND TERRY AVE, ,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2013-12-31T00:00:00.000Z,12/31/2013 8:58:00 PM,At Intersection (intersection related),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,45,Vehicle - Pedalcyclist,0,0,N,2013-12-31 20:58:00,47.607446208921154,-122.32494579219448,POINT (-122.3249457921945 47.60744620892115),0
142107,-122.26875101747724,47.56409603675999,142108,162287,162307,3643047,Matched,Block,,LAKE WASHINGTON BLVD S BETWEEN S ADAMS ST AND S GENESEE WAY, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2014-02-11T00:00:00.000Z,2/11/2014 12:58:00 PM,Driveway Junction,18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,38131,0,N,2014-02-11 12:58:00,47.56409603675999,-122.26875101747724,POINT (-122.2687510174772 47.56409603675999),0
142116,-122.28581708338434,47.67488528360114,142117,159679,159699,3646303,Matched,Block,,39TH AVE NE BETWEEN NE 62ND ST AND NE 65TH ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2014-01-06T00:00:00.000Z,1/6/2014 7:16:00 AM,Mid-Block (not related to intersection),11.0,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Ice,Dawn,,,,45,Vehicle - Pedalcyclist,0,0,N,2014-01-06 07:16:00,47.67488528360114,-122.28581708338434,POINT (-122.2858170833843 47.67488528360114),0
142227,-122.30720905868183,47.59117530361074,142228,161406,161426,3583103,Matched,Block,,MTS N RAINIER CONNCT TRL BETWEEN MTS DEARBORN CONNCTR TRL AND RAINIER AVE S, ,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2014-02-04T00:00:00.000Z,2/4/2014 8:55:00 AM,Mid-Block (not related to intersection),51.0,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,,N,Overcast,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,0,525602,N,2014-02-04 08:55:00,47.59117530361074,-122.30720905868183,POINT (-122.3072090586818 47.59117530361074),0
142246,-122.3076226269288,47.608021074698,142247,161347,161367,3585902,Matched,Intersection,30177.0,19TH AVE AND E CHERRY ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2014-01-28T00:00:00.000Z,1/28/2014 8:49:00 AM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Wet,Daylight,,,,45,Vehicle - Pedalcyclist,8657,0,N,2014-01-28 08:49:00,47.608021074698,-122.3076226269288,POINT (-122.3076226269288 47.608021074698),0
142492,-122.33446376986288,47.61114239799386,142493,160051,160071,3577257,Matched,Intersection,29894.0,6TH AVE AND PIKE ST, ,,1,Property Damage Only Collision,Cycles,2,0,1,1,0,0,0,2014-01-10T00:00:00.000Z,1/10/2014 6:00:00 PM,At Intersection (intersection related),0.0,NOT ENOUGH INFORMATION / NOT APPLICABLE,Y,N,Overcast,Wet,Dark - Street Lights On,,,Y,45,Vehicle - Pedalcyclist,25508,0,N,2014-01-10 18:00:00,47.61114239799386,-122.33446376986288,POINT (-122.3344637698629 47.61114239799386),0
142511,-122.34230363347179,47.62971974082164,142512,165862,165882,3505815,Matched,Intersection,28724.0,DEXTER AVE N AND HIGHLAND DR, ,,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2014-04-09T00:00:00.000Z,4/9/2014 6:15:00 PM,At Intersection (intersection related),18.0,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Clear or Partly Cloudy,Dry,Daylight,,,,45,Vehicle - Pedalcyclist,12797,0,N,2014-04-09 18:15:00,47.62971974082164,-122.34230363347179,POINT (-122.3423036334718 47.62971974082164),0
