,CRASH_RECORD_ID,RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,Date,Latitude,Longitude,geometry,index_right
153406,5c02e492a605a2a11c93c0c23d929e2491663b54e8b3c1f12801598fc4a1bdca89f59e45347f9542a10a0de3db82be188121b8dd196fe78a15b1e88157238fd2,JC382903,,08/07/2019 05:14:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,08/07/2019 05:28:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5098,N,ELSTON AVE,1623.0,,,,,,,2.0,INCAPACITATING INJURY,1.0,0.0,1.0,0.0,0.0,1.0,0.0,17,4,8,41.973543322,-87.749219295,POINT (-87.749219294605 41.973543322107),2019-08-07 17:14:00,41.973543322,-87.749219295,POINT (-87.749219295 41.973543322),0
153443,5c093a44dd06e2f4c8b7a0bf4c33a32b20f2653a10956587620f150b00265a2e76d851b9b6948bebe1204f5b335985ab00707eb417c86ba9585ec2aa830ce7f2,JC454582,,09/30/2019 04:44:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",09/30/2019 04:46:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,3800,N,CENTRAL AVE,1633.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,10.0,0.0,16,2,9,41.949571741,-87.767028696,POINT (-87.7670286962 41.949571741267),2019-09-30 16:44:00,41.949571741,-87.767028696,POINT (-87.767028696 41.949571741),0
153479,5c0f73103d049bec22901bbfe94f3dea0821adc054b1024bffdf20f5dd8e5074aceb5769c00c54c094fdb8d0aa389d7dfd813e79aaebffc5935c77c21b67c7a7,JA553232,,12/17/2017 09:04:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,$500 OR LESS,12/17/2017 09:04:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,6400,W,FULLERTON AVE,2512.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,21,1,12,41.923786189,-87.785567206,POINT (-87.785567205622 41.923786188711),2017-12-17 21:04:00,41.923786189,-87.785567206,POINT (-87.785567206 41.923786189),0
153497,5c12086fef136a4136d8b6571f2d4dc004f9d643df94d2069e14351738910c7c6c2eef8296541fa98807184ab9173a80b09f93f0896cbf75356a4461dbc57e7a,JC436763,,09/17/2019 07:41:00 AM,20,NO CONTROLS,FUNCTIONING IMPROPERLY,FOG/SMOKE/HAZE,DAYLIGHT,PEDALCYCLIST,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,09/17/2019 08:58:00 AM,BICYCLE ADVANCING LEGALLY ON RED LIGHT,FOLLOWING TOO CLOSELY,957,N,LEAVITT ST,1212.0,,,N,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7,3,9,41.899359657,-87.681896503,POINT (-87.68189650292 41.899359656852),2019-09-17 07:41:00,41.899359657,-87.681896503,POINT (-87.681896503 41.899359657),0
153518,5c147f685eb8dcd6da0a379dbaecfa922fb706358763a3a0bcb24b8341dc5982fe99fd640b120b5e673d1ac1fb8f9029bff51b4d0ad0177a5ce0c7c07ce36df2,JB363626,,07/24/2018 05:35:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",07/24/2018 05:50:00 PM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,2001,N,MILWAUKEE AVE,1431.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,17,3,7,41.917666944,-87.688534183,POINT (-87.68853418258 41.917666944263),2018-07-24 17:35:00,41.917666944,-87.688534183,POINT (-87.688534183 41.917666944),0
153625,5c24fcd1355e12758a45653df4377af74486093d0fd692328a9b601dff6f615784698c38975e8b19dc3ee1fbfda8f796e387bb92d949179494016a7270f45682,JD149608,,02/12/2020 06:50:00 PM,30,NO CONTROLS,NO CONTROLS,SLEET/HAIL,DARKNESS,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",02/12/2020 06:54:00 PM,UNABLE TO DETERMINE,FAILING TO YIELD RIGHT-OF-WAY,3435,N,CLARK ST,1924.0,,,Y,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,0.0,0.0,18,4,2,41.94446777,-87.654082824,POINT (-87.654082824047 41.944467770059),2020-02-12 18:50:00,41.94446777,-87.654082824,POINT (-87.654082824 41.94446777),0
153893,5c4b40c8c0d65b927e7b5c7ad70de37b1e318852a19178e85abbb2292223aa02fa1fecd552dc2ac086f5a5dd303bdee26fa15e069be10bb9ccf727cb06ee2c92,JC232823,,04/21/2019 04:34:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",04/21/2019 04:34:00 PM,DISTRACTION - FROM INSIDE VEHICLE,NOT APPLICABLE,910,W,LAWRENCE AVE,2024.0,,,Y,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16,1,4,41.969223411,-87.652977732,POINT (-87.652977731665 41.969223410668),2019-04-21 16:34:00,41.969223411,-87.652977732,POINT (-87.652977732 41.969223411),0
154007,5c5ea22cbd23531a0b27b900c68ec3c40394cead278aecf600454fdf051c60740f29109f12eb5a7c0557377c693aa107031a875cfcce08e4234770a110cb3340,JA456197,N,10/03/2017 07:21:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,CENTER TURN LANE,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",10/03/2017 07:34:00 AM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,6200,N,WESTERN AVE,2413.0,,,Y,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7,3,10,41.994181177,-87.689914219,POINT (-87.689914219179 41.994181177113),2017-10-03 07:21:00,41.994181177,-87.689914219,POINT (-87.689914219 41.994181177),0
154181,5c7a98f3a0c7acf1ab7e9f0f4d31926b688266aab307a7ef92132ec0f4309723bb77f2c8a4870e9e6029076fcb87dcc39c8f96de0825f917efc9451c6851c2ce,JB291796,,06/02/2018 08:45:00 AM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,UNKNOWN,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),2.0,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",06/03/2018 11:15:00 PM,DISREGARDING STOP SIGN,NOT APPLICABLE,3459,N,HALSTED ST,1925.0,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8,7,6,41.945417704,-87.649281142,POINT (-87.649281142459 41.945417704313),2018-06-02 08:45:00,41.945417704,-87.649281142,POINT (-87.64928114200001 41.945417704),0
154311,5c90c19e650033c7e820b0a3c428a4d5266355aa80fcec22a588926dc6c3a8805a9bad615433e46b2f78cb9b335b5c71885e4ba6327b3d9b09c4986114e7905d,JA462532,,10/07/2017 07:30:00 PM,30,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),2.0,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",10/07/2017 07:34:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,1341,N,DAMEN AVE,1424.0,,,Y,,,,2.0,INCAPACITATING INJURY,1.0,0.0,1.0,0.0,0.0,0.0,0.0,19,7,10,41.906188007,-87.677199316,POINT (-87.677199315603 41.906188006546),2017-10-07 19:30:00,41.906188007,-87.677199316,POINT (-87.677199316 41.906188007),0
154362,5c996740ffdf71d16a1e8df65fcaa66b40fb499a4737bc00cbf8d01e4ec60776543f8e4ce0f42a7e754591fb264b14e27d7b8619b89f36fdaba440f7a3c7cff3,JC384466,,08/08/2019 06:06:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,08/08/2019 06:06:00 PM,IMPROPER LANE USAGE,UNABLE TO DETERMINE,455,E,ILLINOIS ST,1834.0,,,Y,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,2.0,0.0,18,5,8,41.89097873,-87.615646043,POINT (-87.615646042811 41.890978729547),2019-08-08 18:06:00,41.89097873,-87.615646043,POINT (-87.615646043 41.89097873),0
154625,5cc3ab1b40b295a4fcefb4e31495ac5daa4a6117919d785e14bb35fc999b4a7489a1f646a4028f11ce373fa8284ae442f43091cb89618bb2705c24de7c20051c,JB516688,,11/15/2018 10:55:00 AM,30,NO CONTROLS,NO CONTROLS,SNOW,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,$500 OR LESS,11/15/2018 10:57:00 AM,NOT APPLICABLE,NOT APPLICABLE,5840,W,63RD ST,812.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,10,5,11,41.778037703,-87.768166555,POINT (-87.768166555034 41.778037703363),2018-11-15 10:55:00,41.778037703,-87.768166555,POINT (-87.76816655499999 41.778037703),0
154652,5cc7a0a96ec84a161bef1910ff2205aedd9e0e0144f77cbc5c7eac6b93c113cacb755613d447b50445337fc7a5ab7638f2a039454ef1d4f6245b1ac2c2912110,JA423136,,09/08/2017 07:40:00 AM,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,1.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,$500 OR LESS,09/08/2017 07:50:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5559,S,TALMAN AVE,824.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7,6,9,41.792031514,-87.689944902,POINT (-87.689944902315 41.792031514492),2017-09-08 07:40:00,41.792031514,-87.689944902,POINT (-87.68994490199999 41.792031514),0
154679,5ccb6b6237b6cd2f75758e8d132cd92cd7588cb759d597eebabed893055fd07ab513f309c2d9a50a588bc22f46595eefba745a3576cc81d4501030ccbb67cb33,JB218547,,04/10/2018 01:40:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",04/10/2018 04:20:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,433,N,WESTERN AVE,1221.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,13,3,4,41.889517547,-87.686507788,POINT (-87.686507787634 41.889517547336),2018-04-10 13:40:00,41.889517547,-87.686507788,POINT (-87.686507788 41.889517547),0
154750,5cd8674592f198ad755e5c93d21c47b6d065f8d7fb3adc9fbfd1b5175f4e30c1bc7fee48730d30a9d5cd1e325f0ede782b6866cfc0a916a3233b2bc7b88b1a65,JC504767,,11/09/2019 07:15:00 PM,25,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,11/09/2019 07:17:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,2154,W,DEVON AVE,2412.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,19,7,11,41.99792642,-87.684784858,POINT (-87.684784858244 41.997926419644),2019-11-09 19:15:00,41.99792642,-87.684784858,POINT (-87.684784858 41.99792642),0
154898,5cf12582f5c6667d5ece75cbca1d9212823cecef71771b32f03bb5dc97200b08bd9e4df5931ea8fe3d95e415756a650c2c1d6fe6d880c2f2d00e4c9d93331cd7,JC315928,,06/21/2019 04:10:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,CENTER TURN LANE,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,06/21/2019 04:14:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,5030,N,BROADWAY,2033.0,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,6,6,41.973622343,-87.659941244,POINT (-87.659941243732 41.973622342666),2019-06-21 16:10:00,41.973622343,-87.659941244,POINT (-87.659941244 41.973622343),0
154907,5cf24997c0d246d29d7750a05fbbf68c3d9e45c81cf4e161e4feadc2df53cbcfdb8f9dc1cc63a797ce78ef98fdccf74880497f3aec84b8bbd03e1bfe8b2e63b0,JC201888,,03/27/2019 05:38:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",03/27/2019 05:40:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,2319,W,OGDEN AVE,1233.0,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,4,3,41.8660949,-87.684178775,POINT (-87.684178775363 41.866094900499),2019-03-27 17:38:00,41.8660949,-87.684178775,POINT (-87.68417877500001 41.8660949),0
154951,5cfbd6fea2eec02d92f7838627096a7e792ffe955f1b468493e75763ca50fd38fda64d8d292440b4c7e4eafe4e71bacc5b86e8c2b512f79388b38d304fe89c2f,JA285371,,05/30/2017 08:20:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,05/30/2017 04:49:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1329,W,CHICAGO AVE,1215.0,,,Y,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8,3,5,41.896069143,-87.660550181,POINT (-87.660550181375 41.896069143484),2017-05-30 08:20:00,41.896069143,-87.660550181,POINT (-87.660550181 41.896069143),0
155050,5d0b0bb11c1875b5b289968aefc9e3c60c15e13b1eababd3031e315b1793fb33c907b1ed43a1626d8170431eadd0e71a04ae35b4a93a9f98cc933f2af0e603eb,JC141607,,02/05/2019 07:05:00 PM,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,02/05/2019 07:09:00 PM,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,2475,S,ARCHER AVE,914.0,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19,3,2,41.847596438,-87.645417454,POINT (-87.645417453746 41.847596437637),2019-02-05 19:05:00,41.847596438,-87.645417454,POINT (-87.645417454 41.847596438),0
155501,5d5b20cf77fd3056f3d614e5f0475cdcbb0b0efa8dd0336d273186168d8908590bdda8bfb234efa6807c2a591399c76bbc97d2162c097f5189ebe34804f3a73f,JB167482,,02/27/2018 03:30:00 PM,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),4.0,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",02/27/2018 03:35:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6600,N,WESTERN AVE,2412.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,15,3,2,42.001456972,-87.690126179,POINT (-87.690126179374 42.001456972462),2018-02-27 15:30:00,42.001456972,-87.690126179,POINT (-87.690126179 42.001456972),0
155640,5d6fe0ee3cab7ad3e3ab71f88f40216eb8932ddcf70879b45c8972209f43531975b06a15514ab3e59b2754723ea895b7cab6e4aebba02dd9c9c6d18de3713f9b,JC376766,,08/03/2019 01:20:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",08/03/2019 01:24:00 PM,FAILING TO YIELD RIGHT-OF-WAY,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",3200,N,ELSTON AVE,1733.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,13,7,8,41.939351497,-87.698483514,POINT (-87.698483514124 41.939351496611),2019-08-03 13:20:00,41.939351497,-87.698483514,POINT (-87.698483514 41.939351497),0
155675,5d769611677c246392cd482c7eb71cd7e1ebeb0ee02123f84bfef6b4b810404ee120b0f2d585c84e3534f4f9366bcd77fb1ba569a3d396f5780413ece1ac4f65,JC324982,,06/27/2019 09:43:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DARKNESS,PEDALCYCLIST,FOUR WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,06/27/2019 10:10:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3300,N,ELSTON AVE,1733.0,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,5.0,0.0,21,5,6,41.941315983,-87.701336742,POINT (-87.701336741734 41.941315983345),2019-06-27 21:43:00,41.941315983,-87.701336742,POINT (-87.701336742 41.941315983),0
155909,5d9b3623fe84359993f606809e7a5ac73b852da58155d1ce48630ac3bc49a0b0336b11037144b19eadd65660f5f7ee109054534d9717adc59daf1f3ebbce805b,JB388274,,08/10/2018 10:54:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",08/10/2018 10:55:00 PM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,3200,N,CENTRAL PARK AVE,1732.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,22,6,8,41.93930365,-87.717550139,POINT (-87.717550139158 41.939303649857),2018-08-10 22:54:00,41.93930365,-87.717550139,POINT (-87.717550139 41.93930365),0
156004,5daa96398b48b41c081cea31bfa8ddaa5d6dfa12fbe57f07f65cc45fe391fd52073a347e4700c46bdd1abb9d589244d9c102fa25ddf49bddb4dbc573b40bfcd3,HZ299867,,06/09/2016 10:35:00 AM,0,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,PEDALCYCLIST,ONE-WAY,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,,$500 OR LESS,06/09/2016 11:35:00 AM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,5020,S,LAKE SHORE DR SB,222.0,,,,,,,2.0,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,10,5,6,41.803747258,-87.582208968,POINT (-87.582208967616 41.80374725782),2016-06-09 10:35:00,41.803747258,-87.582208968,POINT (-87.582208968 41.803747258),0
156014,5dac8ae0313c8b19fee35f7fad6b62934b7a49848ccb92ea5ccd97659933576107ab0759bb0a028fc63a8d3b54b435cacd1a52418febce4288017a5acadb059e,JB255187,,05/08/2018 02:15:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,05/08/2018 02:15:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,340,W,GRAND AVE,1831.0,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,3,5,41.891654251,-87.637113331,POINT (-87.637113330842 41.891654250965),2018-05-08 14:15:00,41.891654251,-87.637113331,POINT (-87.63711333099999 41.891654251),0
156071,5db645178c190061ecc401f4fbe7b4e9a1b1e9e92f93eb089ff8cc8c9c240c0a92f5d7b8b327a221ffcea249efe0dfd875ca248a24c44c902e7737e8c3e67540,JB331646,,07/02/2018 08:40:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"$501 - $1,500",07/02/2018 09:00:00 AM,EXCEEDING AUTHORIZED SPEED LIMIT,IMPROPER TURNING/NO SIGNAL,1600,N,WELLS ST,1814.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8,2,7,41.911195419,-87.634858884,POINT (-87.634858883507 41.911195419487),2018-07-02 08:40:00,41.911195419,-87.634858884,POINT (-87.634858884 41.911195419),0
156086,5db800100c449bce3474a0b3e15fd7bba04f305e0254e9150deedf142d826ff3208f6d9c4c2ee38603b6e1a53e01665730d302092379bba9acbbcfc2eb1b908b,JB192078,,03/19/2018 05:39:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",03/19/2018 05:50:00 PM,NOT APPLICABLE,NOT APPLICABLE,3120,N,LINCOLN AVE,1932.0,,,Y,,,,2.0,INCAPACITATING INJURY,1.0,0.0,1.0,0.0,0.0,1.0,0.0,17,2,3,41.938315517,-87.666984737,POINT (-87.666984736917 41.938315517399),2018-03-19 17:39:00,41.938315517,-87.666984737,POINT (-87.66698473700001 41.938315517),0
156189,5dc651f1421c793bee4c968fc0aa19be400c94a1f8c17f026cccadc99bcd4db6bcb123e36a5d7b54cda90b83567bef70918f6cd696d586c037e7356c21a9dcc8,JB506115,,11/06/2018 04:10:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,PEDALCYCLIST,DIVIDED - W/MEDIAN BARRIER,4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,11/06/2018 04:11:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,839,W,ROOSEVELT RD,1232.0,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,3,11,41.86701903,-87.648455303,POINT (-87.648455303162 41.86701903034),2018-11-06 16:10:00,41.86701903,-87.648455303,POINT (-87.64845530300001 41.86701903),0
156312,5dda3566e095d5fc7295b01ebcc924572455906007ba08f84897979f38ad9d3e4a7394b92a2ec151c9a30134207adcacd3fc02faac6a5b9fb23d2b65275c1c14,JC470302,,10/12/2019 05:42:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,$500 OR LESS,10/12/2019 05:42:00 PM,UNABLE TO DETERMINE,TURNING RIGHT ON RED,3500,S,ASHLAND AVE,912.0,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,17,7,10,41.830408133,-87.665712758,POINT (-87.66571275812 41.830408132944),2019-10-12 17:42:00,41.830408133,-87.665712758,POINT (-87.665712758 41.830408133),0
